,Country,Population,variable,2000,2010,2016
2424,Democratic Republic of the Congo,47076,Childhood-cluster diseases,34.14706,4.767126,2.473257
2425,Denmark,5341,Childhood-cluster diseases,0.000137,0.0492538,0.0071353
2426,Djibouti,718,Childhood-cluster diseases,37.21137,5.901713,3.372344
2427,Dominican Republic,8563,Childhood-cluster diseases,0.9062818,0.4223002,0.3194998
2428,Ecuador,12629,Childhood-cluster diseases,0.1909774,0.0850816,0.0589715
2429,Egypt,69906,Childhood-cluster diseases,3.340231,0.7564945,0.6483616
2430,El Salvador,5868,Childhood-cluster diseases,0.5531675,0.2701838,0.2186981
2431,Equatorial Guinea,614,Childhood-cluster diseases,41.66305,8.655344,23.67446
2432,Eritrea,3393,Childhood-cluster diseases,61.31095,7.179032,7.846447
2433,Estonia,1399,Childhood-cluster diseases,0.0450374,.,1.05e-20
2434,Ethiopia,66537,Childhood-cluster diseases,59.52748,15.71726,10.67972
2435,Fiji,811,Childhood-cluster diseases,0.9303818,0.1316114,0.099935
2436,Finland,5188,Childhood-cluster diseases,0.0001256,7.27e-05,0.0108066
2437,France,59608,Childhood-cluster diseases,0.051982,0.017997,0.0179698
2438,Gabon,1231,Childhood-cluster diseases,20.27571,4.787517,8.679007
2439,Gambia,1232,Childhood-cluster diseases,19.44146,4.035996,2.670947
2440,Georgia,4722,Childhood-cluster diseases,0.0544746,0.0129327,0.009853
2441,Germany,81488,Childhood-cluster diseases,0.00743,0.0040347,0.0043398
2442,Ghana,18939,Childhood-cluster diseases,32.79043,3.624158,1.464267
2443,Greece,11142,Childhood-cluster diseases,0.0301189,0.0217638,0.0134499
2444,Grenada,102,Childhood-cluster diseases,0.9337248,0.0006648,0.0002153
2445,Guatemala,11651,Childhood-cluster diseases,0.5346848,0.0802483,0.0701342
2446,Guinea,8809,Childhood-cluster diseases,74.85662,7.2228,9.532127
2447,Guinea-Bissau,1243,Childhood-cluster diseases,55.15438,6.421191,4.357287
2448,Guyana,753,Childhood-cluster diseases,0.0752138,0.0657003,0.0389816
2449,Haiti,8549,Childhood-cluster diseases,7.541433,3.24004,2.100984
2450,Honduras,6524,Childhood-cluster diseases,0.4831134,0.2864025,0.2412942
2451,Hungary,10221,Childhood-cluster diseases,0.015797,8.34e-05,0.0222678
2452,Iceland,280,Childhood-cluster diseases,.,.,.
2453,India,1053051,Childhood-cluster diseases,14.79,6.121116,2.89038
2454,Indonesia,211540,Childhood-cluster diseases,15.79711,5.607322,3.215335
2455,Iran (Islamic Republic of),66132,Childhood-cluster diseases,0.5354918,0.0844017,0.0499226
2456,Iraq,23565,Childhood-cluster diseases,1.603656,0.4457529,0.3579005
2457,Ireland,3849,Childhood-cluster diseases,0.1291316,1.61e-20,0.0167288
2458,Israel,6014,Childhood-cluster diseases,0.0002752,0.0001538,0.0041717
2459,Italy,57294,Childhood-cluster diseases,0.0350947,0.0094814,0.0103213
2460,Jamaica,2657,Childhood-cluster diseases,0.1192699,0.0308996,0.0235177
2461,Japan,127534,Childhood-cluster diseases,0.033334,0.0052706,0.0035402
2462,Jordan,5103,Childhood-cluster diseases,0.7687138,0.1654337,0.1071109
2463,Kazakhstan,15057,Childhood-cluster diseases,0.2363649,0.0641239,0.0254272
2464,Kenya,31450,Childhood-cluster diseases,20.63202,8.083643,6.061961
2465,Kiribati,84,Childhood-cluster diseases,1.384839,0.7760956,1.064362
2466,Kuwait,2051,Childhood-cluster diseases,0.0138331,0.0003211,0.0067191
2467,Kyrgyzstan,4921,Childhood-cluster diseases,0.0839921,0.0030209,0.0267539
2468,Lao People's Democratic Republic,5329,Childhood-cluster diseases,38.75297,5.945202,1.894326
2469,Latvia,2384,Childhood-cluster diseases,0.3460303,0.0005194,0.0490134
2470,Lebanon,3235,Childhood-cluster diseases,0.1855041,0.1532842,0.1288953
2471,Lesotho,1869,Childhood-cluster diseases,6.810212,6.379695,3.280448
2472,Liberia,2885,Childhood-cluster diseases,85.75075,21.40972,17.65939
2473,Libya,5356,Childhood-cluster diseases,0.1365361,0.029776,0.0507608
2474,Lithuania,3502,Childhood-cluster diseases,0.0001525,0.0136304,0.0384599
2475,Luxembourg,436,Childhood-cluster diseases,.,3.27e-05,.
2476,Madagascar,15767,Childhood-cluster diseases,22.04046,3.58549,2.677778
2477,Malawi,11376,Childhood-cluster diseases,5.451561,5.518046,1.479844
2478,Malaysia,23186,Childhood-cluster diseases,0.3537237,0.0781549,0.0450939
2479,Maldives,280,Childhood-cluster diseases,0.3181687,0.099419,0.0687308
2480,Mali,10968,Childhood-cluster diseases,40.83272,14.66601,3.039342
2481,Malta,397,Childhood-cluster diseases,0.0490727,0.035376,0.0001048
2482,Mauritania,2709,Childhood-cluster diseases,20.04308,21.2561,2.504109
2483,Mauritius,1185,Childhood-cluster diseases,0.1017085,0.000335,0.0006491
2484,Mexico,101720,Childhood-cluster diseases,0.1010734,0.040346,0.0398368
2485,Micronesia (Federated States of),107,Childhood-cluster diseases,2.944963,1.241851,0.3315774
2486,Mongolia,2397,Childhood-cluster diseases,1.746181,1.001126,2.18361
2487,Montenegro,614,Childhood-cluster diseases,0.0348625,0.0211312,0.0260211
2488,Morocco,28850,Childhood-cluster diseases,2.187615,0.4781424,0.2569758
2489,Mozambique,18068,Childhood-cluster diseases,30.55497,7.037258,2.725173
2490,Myanmar,46095,Childhood-cluster diseases,11.60561,3.586842,0.9143608
2491,Namibia,1899,Childhood-cluster diseases,0.9272757,1.797664,0.4990082
2492,Nepal,23741,Childhood-cluster diseases,24.70038,3.539891,1.439225
2493,Netherlands,15926,Childhood-cluster diseases,0.0001698,0.0001059,0.0105908
2494,New Zealand,3859,Childhood-cluster diseases,0.0474862,0.0096686,0.0385035
2495,Nicaragua,5027,Childhood-cluster diseases,0.3036822,0.0517263,0.0330637
2496,Niger,11353,Childhood-cluster diseases,73.97444,10.39866,5.265879
2497,Nigeria,122352,Childhood-cluster diseases,100.7916,11.1803,9.372752
2498,Norway,4499,Childhood-cluster diseases,0.0415196,0.0001468,0.008237
2499,Oman,2268,Childhood-cluster diseases,0.380929,0.1063828,0.106178
2500,Pakistan,138523,Childhood-cluster diseases,19.52159,6.739148,4.22746
2501,Panama,3030,Childhood-cluster diseases,0.1812733,0.0498091,0.0175637
2502,Papua New Guinea,5572,Childhood-cluster diseases,15.16939,2.295526,1.866149
2503,Paraguay,5303,Childhood-cluster diseases,1.233532,0.345668,0.2428495
2504,Peru,25915,Childhood-cluster diseases,0.8343324,0.3347885,0.2021523
2505,Philippines,77992,Childhood-cluster diseases,2.175658,1.349633,1.205018
2506,Poland,38551,Childhood-cluster diseases,0.0093185,0.008959,0.0044005
2507,Portugal,10355,Childhood-cluster diseases,0.1071518,0.0040453,0.002373
2508,Qatar,592,Childhood-cluster diseases,0.0329641,0.1317864,0.0145849
2509,Republic of Korea,47386,Childhood-cluster diseases,0.0792839,0.0088831,0.0055826
2510,Republic of Moldova,4201,Childhood-cluster diseases,0.0233236,0.0003649,0.0002309
2511,Romania,22128,Childhood-cluster diseases,0.0146954,0.0081755,0.014926
2512,Russian Federation,146397,Childhood-cluster diseases,0.0181361,0.0084173,0.0060158
2513,Rwanda,8026,Childhood-cluster diseases,49.92738,2.598268,1.292347
2514,Saint Lucia,157,Childhood-cluster diseases,0.0005961,4.67e-06,0.0001122
2515,Saint Vincent and the Grenadines,108,Childhood-cluster diseases,0.0012382,0.0003061,6.68e-05
2516,Samoa,175,Childhood-cluster diseases,0.4991281,0.4638179,0.4514827
2517,Sao Tome and Principe,139,Childhood-cluster diseases,6.091305,11.22509,7.720793
2518,Saudi Arabia,20764,Childhood-cluster diseases,0.1148552,0.0308662,0.0264938
2519,Senegal,9884,Childhood-cluster diseases,30.89603,4.919996,1.384166
2520,Serbia,9488,Childhood-cluster diseases,0.092239,0.0051264,0.0095543
2521,Seychelles,81,Childhood-cluster diseases,0.388742,0.185435,0.1275894
2522,Sierra Leone,4564,Childhood-cluster diseases,101.8992,23.59657,17.91621
2523,Singapore,3914,Childhood-cluster diseases,0.0006476,0.000212,0.0228511
2524,Slovakia,5399,Childhood-cluster diseases,5.15e-05,0.0102611,0.0101318
2525,Slovenia,1988,Childhood-cluster diseases,0.0725247,0.0339073,0.0150651
2526,Solomon Islands,413,Childhood-cluster diseases,0.3966843,0.633044,0.2575482
2527,Somalia,9011,Childhood-cluster diseases,181.5383,48.38494,45.22279
2528,South Africa,45728,Childhood-cluster diseases,1.455922,3.825117,0.5808639
2529,South Sudan,6701,Childhood-cluster diseases,75.08631,28.19328,18.38197
2530,Spain,40904,Childhood-cluster diseases,0.0196695,0.0176361,0.0322652
2531,Sri Lanka,18782,Childhood-cluster diseases,0.407557,0.2314398,0.2004937
2532,Sudan,27251,Childhood-cluster diseases,19.90655,3.578438,1.93971
2533,Suriname,472,Childhood-cluster diseases,0.4139489,0.1248116,0.4545789
2534,Swaziland,1061,Childhood-cluster diseases,0.8807569,0.7466662,0.5490431
2535,Sweden,8882,Childhood-cluster diseases,0.051433,0.0002208,0.0165903
2536,Switzerland,7167,Childhood-cluster diseases,0.0095415,0.0049069,0.0152561
2537,Syrian Arab Republic,16411,Childhood-cluster diseases,0.4416882,0.349801,0.4906321
2538,Tajikistan,6216,Childhood-cluster diseases,1.038273,0.3707652,0.2170538
2539,Thailand,62958,Childhood-cluster diseases,0.6519371,0.3230224,0.1964436
2540,The former Yugoslav Republic of Macedonia,2035,Childhood-cluster diseases,0.0014331,0.0004121,0.0012962
2541,Timor-Leste,872,Childhood-cluster diseases,22.53416,2.217545,1.066643
2542,Togo,4970,Childhood-cluster diseases,39.40568,5.237662,2.463849
2543,Tonga,98,Childhood-cluster diseases,0.04245,0.0214891,0.015296
2544,Trinidad and Tobago,1268,Childhood-cluster diseases,0.1228594,.,0.0263579
2545,Tunisia,9699,Childhood-cluster diseases,0.7698315,0.2567326,0.1742861
2546,Turkey,63240,Childhood-cluster diseases,0.3604584,0.082226,0.0517493
2547,Turkmenistan,4516,Childhood-cluster diseases,0.7563235,0.3788773,0.2046332
2548,Uganda,24039,Childhood-cluster diseases,35.10725,3.98855,2.489056
2549,Ukraine,48840,Childhood-cluster diseases,0.1043557,0.1562953,0.1624166
2550,United Arab Emirates,3155,Childhood-cluster diseases,3.95306,1.411497,1.12606
2551,United Kingdom,58951,Childhood-cluster diseases,0.009773,0.0037678,0.0166397
2552,United Republic of Tanzania,34178,Childhood-cluster diseases,13.44324,3.16689,1.510061
2553,United States of America,281983,Childhood-cluster diseases,0.0087955,0.0185315,0.0059932
2554,Uruguay,3321,Childhood-cluster diseases,0.0005954,0.0002576,0.1258749
2555,Uzbekistan,24849,Childhood-cluster diseases,0.5529251,0.169969,0.0694872
2556,Vanuatu,185,Childhood-cluster diseases,0.8945717,0.8990069,0.7889908
2557,Venezuela (Bolivarian Republic of),24488,Childhood-cluster diseases,0.3122069,0.1038376,0.1288781
2558,Viet Nam,80286,Childhood-cluster diseases,5.229215,1.49631,0.3635201
2559,Yemen,17875,Childhood-cluster diseases,18.0743,2.258086,1.462022
2560,Zambia,10531,Childhood-cluster diseases,31.08203,13.60327,2.351075
2561,Zimbabwe,12222,Childhood-cluster diseases,3.397983,6.343397,0.8037734
2562,Afghanistan,20094,Whooping cough,0.6302124,0.4278737,0.3981348
2563,Albania,3122,Whooping cough,0.0162679,0.0050224,0.0021638
2564,Algeria,31184,Whooping cough,0.0325251,0.0065519,0.0042177
2565,Angola,16441,Whooping cough,0.6635638,0.2241107,0.105716
2566,Antigua and Barbuda,84,Whooping cough,0.0001,.,.
2567,Argentina,37057,Whooping cough,0.059628,0.0660217,0.0477715
2568,Armenia,3070,Whooping cough,0.0023685,0.0009084,0.0007575
2569,Australia,19066,Whooping cough,0.0108852,0.0166702,0.0098205
2570,Austria,8069,Whooping cough,.,.,0.0232744
2571,Azerbaijan,8123,Whooping cough,0.1561277,0.0301348,0.0153438
2572,Bahamas,298,Whooping cough,0.0003538,0.0003417,0.0003271
2573,Bahrain,665,Whooping cough,0.0043993,0.0012036,0.0009076
2574,Bangladesh,131581,Whooping cough,0.2102444,0.0947889,0.0427099
2575,Barbados,270,Whooping cough,.,.,.
2576,Belarus,9934,Whooping cough,0.0008402,0.0005009,0.0003379
2577,Belgium,10282,Whooping cough,0.0243564,0.0198861,0.0080413
2578,Belize,247,Whooping cough,0.0065585,0.005714,0.0061588
2579,Benin,6866,Whooping cough,0.6567548,0.5274715,0.4136522
2580,Bhutan,573,Whooping cough,0.1259651,0.0437336,0.0240757
2581,Bolivia (Plurinational State of),8340,Whooping cough,0.1832783,0.099369,0.0590636
2582,Bosnia and Herzegovina,3767,Whooping cough,0.0385972,0.0177307,0.007078
2583,Botswana,1728,Whooping cough,0.0251797,0.0076535,0.0045548
2584,Brazil,175288,Whooping cough,0.0386714,0.0207655,0.0770858
2585,Brunei Darussalam,333,Whooping cough,0.0069133,0.0052579,0.0036347
2586,Bulgaria,7998,Whooping cough,.,.,0.0098646
2587,Burkina Faso,11608,Whooping cough,0.9270781,0.2583396,0.2225934
2588,Burundi,6401,Whooping cough,0.8754949,0.3830762,0.4473047
2589,Cambodia,12152,Whooping cough,0.5981375,0.1489278,0.0615149
2590,Cameroon,15274,Whooping cough,0.8151773,0.586359,0.4298404
2591,Canada,30736,Whooping cough,0.0156723,0.0049634,0.0045264
2592,Cape Verde,435,Whooping cough,0.083638,0.0192202,0.0064577
2593,Central African Republic,3755,Whooping cough,0.758356,0.8194798,0.8407769
2594,Chad,8343,Whooping cough,1.485337,1.226784,0.9391668
2595,Chile,15263,Whooping cough,0.0721199,0.052486,0.0867817
2596,China,1290291,Whooping cough,0.0409053,0.003814,0.0014219
2597,Colombia,40404,Whooping cough,0.0659894,0.003518,0.0965117
2598,Comoros,542,Whooping cough,0.4779952,0.3935553,0.3944726
2599,Congo,3226,Whooping cough,0.3880051,0.1592854,0.094453
2600,Costa Rica,3925,Whooping cough,0.026532,0.0536301,.
2601,Côte d'Ivoire,16687,Whooping cough,0.5075871,0.5998259,0.4368882
2602,Croatia,4428,Whooping cough,.,0.0438915,.
2603,Cuba,11151,Whooping cough,.,.,.
2604,Cyprus,943,Whooping cough,0.0466244,4.5e-08,.
2605,Czechia,10290,Whooping cough,.,.,.
2606,Democratic People's Republic of Korea,22929,Whooping cough,0.1442651,0.0798961,0.0314089
2607,Democratic Republic of the Congo,47076,Whooping cough,1.750151,0.8729369,0.6097229
2608,Denmark,5341,Whooping cough,.,.,.
2609,Djibouti,718,Whooping cough,1.011052,0.6048307,0.6103756
2610,Dominican Republic,8563,Whooping cough,0.1096224,0.052686,0.0468964
2611,Ecuador,12629,Whooping cough,.,.,0.0056933
2612,Egypt,69906,Whooping cough,0.032643900000000003,0.0159914,0.0144234
2613,El Salvador,5868,Whooping cough,0.0580556,0.027924,0.020593
2614,Equatorial Guinea,614,Whooping cough,0.5675258,0.228155,0.2287485
2615,Eritrea,3393,Whooping cough,0.6557895,0.1654462,0.0998102
2616,Estonia,1399,Whooping cough,.,.,.
2617,Ethiopia,66537,Whooping cough,2.761506,1.890702,1.13406
2618,Fiji,811,Whooping cough,.,.,.
2619,Finland,5188,Whooping cough,.,.,0.0107981
2620,France,59608,Whooping cough,0.0384045,0.0050292,0.0154723
2621,Gabon,1231,Whooping cough,0.152342,0.0899954,0.0647735
2622,Gambia,1232,Whooping cough,0.4971137,0.3163405,0.2511937
2623,Georgia,4722,Whooping cough,0.0048234,0.0063195,0.0045819
2624,Germany,81488,Whooping cough,.,.,0.0004459
2625,Ghana,18939,Whooping cough,0.2812995,0.1158458,0.0824804
2626,Greece,11142,Whooping cough,.,.,0.0061493
2627,Grenada,102,Whooping cough,.,.,.
2628,Guatemala,11651,Whooping cough,0.0688219,0.0078736,.
2629,Guinea,8809,Whooping cough,1.011717,0.9545178,0.9094192
2630,Guinea-Bissau,1243,Whooping cough,0.6899422,0.390624,0.2655781
2631,Guyana,753,Whooping cough,.,.,.
2632,Haiti,8549,Whooping cough,0.6342806,0.5528713,0.5102126
2633,Honduras,6524,Whooping cough,0.050412,0.0224085,0.0203778
2634,Hungary,10221,Whooping cough,.,.,.
2635,Iceland,280,Whooping cough,.,.,.
2636,India,1053051,Whooping cough,0.3220359,0.1012579,0.0532892
2637,Indonesia,211540,Whooping cough,0.1911975,0.1522907,0.0971817
2638,Iran (Islamic Republic of),66132,Whooping cough,0.0037564,0.000751,0.0004198
2639,Iraq,23565,Whooping cough,0.0542867,0.0381695,0.0305957
2640,Ireland,3849,Whooping cough,0.0053174,.,0.0166446
2641,Israel,6014,Whooping cough,.,.,0.0040672
2642,Italy,57294,Whooping cough,.,.,0.0001455
2643,Jamaica,2657,Whooping cough,0.041615,0.0096433,0.0057526
2644,Japan,127534,Whooping cough,0.0021957,.,0.0009266
2645,Jordan,5103,Whooping cough,0.0138955,0.005088,0.0031961
2646,Kazakhstan,15057,Whooping cough,0.0019487,0.0037315,0.0027278
2647,Kenya,31450,Whooping cough,0.1756057,0.0747441,0.0455305
2648,Kiribati,84,Whooping cough,0.2306916,0.1590076,0.1366905
2649,Kuwait,2051,Whooping cough,0.0136512,.,.
2650,Kyrgyzstan,4921,Whooping cough,.,.,.
2651,Lao People's Democratic Republic,5329,Whooping cough,0.5313616,0.3620876,0.179135
2652,Latvia,2384,Whooping cough,.,.,0.0258177
2653,Lebanon,3235,Whooping cough,0.0337706,0.0118367,0.003935
2654,Lesotho,1869,Whooping cough,0.2097884,0.1469558,0.1409668
2655,Liberia,2885,Whooping cough,1.368658,0.6810591,0.5106967
2656,Libya,5356,Whooping cough,0.0220552,0.0087246,0.0138368
2657,Lithuania,3502,Whooping cough,.,.,0.0260869
2658,Luxembourg,436,Whooping cough,.,.,.
2659,Madagascar,15767,Whooping cough,0.5557173,0.2780397,0.1984423
2660,Malawi,11376,Whooping cough,0.2965399,0.0865744,0.0609527
2661,Malaysia,23186,Whooping cough,0.0112761,0.0060425,0.0033824
2662,Maldives,280,Whooping cough,0.0429781,0.0218076,0.0181275
2663,Mali,10968,Whooping cough,1.28156,0.7804484,0.6070588
2664,Malta,397,Whooping cough,.,.,.
2665,Mauritania,2709,Whooping cough,0.4777133,0.3193528,0.2431247
2666,Mauritius,1185,Whooping cough,.,.,.
2667,Mexico,101720,Whooping cough,0.0070224,0.021238,0.0328143
2668,Micronesia (Federated States of),107,Whooping cough,0.2407198,0.211708,0.1764749
2669,Mongolia,2397,Whooping cough,0.1385165,0.0325619,0.0168425
2670,Montenegro,614,Whooping cough,0.024194,0.0138388,0.0179483
2671,Morocco,28850,Whooping cough,0.0569087,0.0213183,0.0118507
2672,Mozambique,18068,Whooping cough,1.997212,0.6847668,0.4167735
2673,Myanmar,46095,Whooping cough,0.4884561,0.1781495,0.096859
2674,Namibia,1899,Whooping cough,0.1579041,0.0918106,0.052912
2675,Nepal,23741,Whooping cough,0.3790039,0.1515342,0.0931008
2676,Netherlands,15926,Whooping cough,.,.,0.0104972
2677,New Zealand,3859,Whooping cough,0.0474862,.,0.0383166
2678,Nicaragua,5027,Whooping cough,0.1344523,0.0287881,0.014057
2679,Niger,11353,Whooping cough,2.258881,1.226253,0.9644276
2680,Nigeria,122352,Whooping cough,1.100995,0.6589497,0.5398808
2681,Norway,4499,Whooping cough,.,.,0.0060642
2682,Oman,2268,Whooping cough,0.0016442,0.0007014,0.0003132
2683,Pakistan,138523,Whooping cough,0.160078,0.1786784,0.2210615
2684,Panama,3030,Whooping cough,.,0.0484428,0.0064626
2685,Papua New Guinea,5572,Whooping cough,0.2613407,0.2294248,0.1943896
2686,Paraguay,5303,Whooping cough,0.1087003,0.0820771,0.0607425
2687,Peru,25915,Whooping cough,0.0631391,0.0450259,0.0312376
2688,Philippines,77992,Whooping cough,0.0080719,0.0012229,0.0028061
2689,Poland,38551,Whooping cough,.,.,.
2690,Portugal,10355,Whooping cough,.,.,.
2691,Qatar,592,Whooping cough,0.0050563,0.0018517,0.0016355
2692,Republic of Korea,47386,Whooping cough,.,.,.
2693,Republic of Moldova,4201,Whooping cough,.,.,.
2694,Romania,22128,Whooping cough,0.0069914,.,.
2695,Russian Federation,146397,Whooping cough,0.0013058,0.0009483,0.0007434
2696,Rwanda,8026,Whooping cough,1.12073,0.1352564,0.0714072
2697,Saint Lucia,157,Whooping cough,.,.,.
2698,Saint Vincent and the Grenadines,108,Whooping cough,0.0004091,.,.
2699,Samoa,175,Whooping cough,0.3086522,0.2638572,0.2002537
2700,Sao Tome and Principe,139,Whooping cough,0.4479235,0.2042494,0.1499214
2701,Saudi Arabia,20764,Whooping cough,0.0075514,0.0036718,0.0026397
2702,Senegal,9884,Whooping cough,0.7498959,0.2605521,0.1622765
2703,Serbia,9488,Whooping cough,.,.,.
2704,Seychelles,81,Whooping cough,0.0020035,0.001225,0.0009311
2705,Sierra Leone,4564,Whooping cough,2.091808,0.7102568,0.4228435
2706,Singapore,3914,Whooping cough,.,.,0.0227396
2707,Slovakia,5399,Whooping cough,.,.,0.0099144
2708,Slovenia,1988,Whooping cough,.,.,.
2709,Solomon Islands,413,Whooping cough,0.1474252,0.1274269,0.0971781
2710,Somalia,9011,Whooping cough,2.423899,2.615344,2.550071
2711,South Africa,45728,Whooping cough,0.0686711,0.0279564,0.0167262
2712,South Sudan,6701,Whooping cough,0.7380937,0.5057257,0.382467
2713,Spain,40904,Whooping cough,0.006436,0.014317,0.0292062
2714,Sri Lanka,18782,Whooping cough,0.0028766,0.0019888,0.0009735
2715,Sudan,27251,Whooping cough,0.7079885,0.3410844,0.2019155
2716,Suriname,472,Whooping cough,0.0380015,0.0115248,0.4018017
2717,Swaziland,1061,Whooping cough,0.0811386,0.0541421,0.0343668
2718,Sweden,8882,Whooping cough,0.0432952,.,.
2719,Switzerland,7167,Whooping cough,.,.,0.0102552
2720,Syrian Arab Republic,16411,Whooping cough,0.0706653,0.077845,0.1735465
2721,Tajikistan,6216,Whooping cough,0.1117682,0.050267,0.0332479
2722,Thailand,62958,Whooping cough,0.0350753,0.0196615,0.0178534
2723,The former Yugoslav Republic of Macedonia,2035,Whooping cough,.,.,.
2724,Timor-Leste,872,Whooping cough,1.098982,0.2619732,0.2113591
2725,Togo,4970,Whooping cough,1.203402,0.6792824,0.4798433
2726,Tonga,98,Whooping cough,0.017407,0.0062163,0.004052
2727,Trinidad and Tobago,1268,Whooping cough,.,.,.
2728,Tunisia,9699,Whooping cough,0.016577,0.006002,0.003061
2729,Turkey,63240,Whooping cough,0.1127067,0.0361615,0.0189871
2730,Turkmenistan,4516,Whooping cough,0.0045275,0.0062696,0.006052
2731,Uganda,24039,Whooping cough,0.8331118,0.4047432,0.3082337
2732,Ukraine,48840,Whooping cough,0.0003961,0.0003319,0.0003335
2733,United Arab Emirates,3155,Whooping cough,0.0088971,0.0035186,0.0027791
2734,United Kingdom,58951,Whooping cough,0.0070696,0.0029851,0.0153083
2735,United Republic of Tanzania,34178,Whooping cough,0.3031897,0.1689846,0.1408144
2736,United States of America,281983,Whooping cough,0.0064594,0.0170134,0.0053769
2737,Uruguay,3321,Whooping cough,.,.,0.1212136
2738,Uzbekistan,24849,Whooping cough,.,.,.
2739,Vanuatu,185,Whooping cough,0.176,0.1582721,0.153358
2740,Venezuela (Bolivarian Republic of),24488,Whooping cough,0.1865905,0.07857,0.0860176
2741,Viet Nam,80286,Whooping cough,0.2193006,0.078144,0.0462922
2742,Yemen,17875,Whooping cough,0.3758744,0.2659466,0.2707493
2743,Zambia,10531,Whooping cough,0.3468604,0.1855629,0.1007435
2744,Zimbabwe,12222,Whooping cough,0.2437346,0.2885104,0.1399108
